episode,speaker,content,addressee
"Testing Testing 1, 2, 3",Rainbow Dash,"Fine! Rub it in, why don't ya? Besides, I don't see why I have to take this lousy test anyway. I've proven I'm one of the best flyers around.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Knowing their origin and being able to properly represent them for all of Equestria is just as important.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yeah, right. Some history buff like you must have made that up to bring us flyers down.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Knowing history actually is beneficial, Rainbow.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Beneficial for eggheads!,Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,Girls.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Well, this egghead knows history and can fly. Maybe I should become a Wonderbolt.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Just 'cause you've got wings, doesn't mean you can fly!",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,Girls!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,You're barely able to just get off the ground!,Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Girls! Stop! Now, is that any way to talk to a friend?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Sorry.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yeah, sorry.",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,Don't you have more important things to do? Like prepare Rainbow for her big test?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"I've tried everything, Fluttershy, but none of my study methods work for her.",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Well, no offense to your teaching methods, Twilight, but I think I may have a way to help Rainbow.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Oh, who's that, who's that?",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Celestia and Luna, back when they were happy.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Uh... now what?,Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Gummy's an Earth pony, Winona's a unicorn, and Tank is a Pegasus.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"They're the E.U.P., helping to protect the Princess.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Uh, how are you getting all this?",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Oh, no!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Stop, stop, stop! That was aw<U+0097>",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Awesome! I give it three woohoo's! Woohoo, woohoo, woohoo! And an extra ""woo"" for good measure! Woo!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Well, I give it a ""whoa, whoa, what?"" I'm totally confused and I just wanna go home... Whoa<U+0096> hey!",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Whoa your woes there, woeful. Some ponies learn through theatrical presentation, but other ponies learn through musical intervention.",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Well, back in ancient times, there were the Wonderbolts of old A general named Firefly, amazing and so...",Others
"Testing Testing 1, 2, 3",Others,Bold!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"She brought them all together, spreading unity...",Others
"Testing Testing 1, 2, 3",Others,In flight!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Performing at their very best with wonder...,Others
"Testing Testing 1, 2, 3",Others,And with might!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,There's Admiral Fairweather and the Colonel Purple...,Others
"Testing Testing 1, 2, 3",Others,Dart!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Gave Wonderbolts a bit of steel along with...,Others
"Testing Testing 1, 2, 3",Others,Lots of heart!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,An admiral named Fairy Flight and general called...,Others
"Testing Testing 1, 2, 3",Others,Flash!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Helped the 'bolts fly super high...,Others
"Testing Testing 1, 2, 3",Others,With style and panache!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Commander Easyglider was the real cream of...,Others
"Testing Testing 1, 2, 3",Others,The crop!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"For with her wicked moves, the Wonderbolts...",Others
"Testing Testing 1, 2, 3",Others,Soared to the top!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Wonderbolts, yeah! Wonderbolts...",Others
"Testing Testing 1, 2, 3",Others,Huh!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Wonderbolts, yeah! Wonderbolts...",Others
"Testing Testing 1, 2, 3",Others,Unh!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,That is my rappin' history of the Wonderbolts!,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"So, d'you get it?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yes, Pinkie Pie! General This and Colonel That, they're the Wonderbolts, something that rhymes with that!",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,That... was pretty terrible.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,What?! No... really? But I've gotta learn this stuff! Now!,Rarity
"Testing Testing 1, 2, 3",Rarity,And I am just the pony to help!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Rarity, you look ridiculous.",Rarity
"Testing Testing 1, 2, 3",Rarity,I am going to ignore that comment out of my desire to help you.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Good luck.,Rarity
"Testing Testing 1, 2, 3",Rarity,"Get ready, Rainbow Dash, for I am going to take you on an historical adventure in fashion! I am now modeling the rather unattractive, and frankly itchy, original Wonderbolts flying costume. Fortunately, thanks to the vision of Flair d'Mare, the Wonderbolts ensemble became more streamlined in a wonderfully breathable fabric. Of course, there were fashion hits... and misses. Just look at those dreadful bell-bottoms. What were ponies thinking?",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,I dunno. I bet General Flash rocked these thangs!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Pinkie, you're real!",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Of course I'm real! I mean I'm not the real General Flash, the tenth leader of the Wonderbolts, but I, Pinkie, am really real.",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"And I'm Admiral Fairy Flight, from the seventh squadron.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,And of course you recognize Commander Easyglider.,Applejack
"Testing Testing 1, 2, 3",Applejack,And I'm sportin' some sort of getup worn by Colonel Purple Dart.,Rarity
"Testing Testing 1, 2, 3",Rarity,Just look at us.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Look at us.,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Look at me!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,It's too much for my eyes!,Applejack
"Testing Testing 1, 2, 3",Applejack,"Now, don't you fret, Rainbow. This fashion show nonsense wouldn't help me learn nothin', either.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Really? Well, what special study trick do you have, AJ?",Applejack
"Testing Testing 1, 2, 3",Applejack,"Who, me? Oh, I got nothing.",Applejack
"Testing Testing 1, 2, 3",Applejack,"Why, I could tell you every little thing there is to know about the history of apples, but I picked all that up over years in the field as a labor of love. How much time you got?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Twelve hours.,Applejack
"Testing Testing 1, 2, 3",Applejack,"Oh, then you are up a creek.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Oh, I think we should just go back to old-fashioned studying.",Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,What about our play?,Rarity
"Testing Testing 1, 2, 3",Rarity,Just look at these costumes! Surely something resonates with your inner Wonderbolt!,Applejack
"Testing Testing 1, 2, 3",Applejack,"And Granny Smith discovered the first granny smith in Fillydelphia, when she was just a filly!",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,Commander Easyglider was the real cream of the crop<U+0097>,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Pinkie, stop rapping! That isn't gonna help Rainbow!",Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Well, I suggest you put down your silly cards of flash, For I know that they cannot help our good friend Rainbow Dash!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Enough! No rapping, no cards, no costumes, no play, and no apples! I am never gonna pass this test, ever! Just forget it!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Rainbow, I'm sorry about all that! We didn't mean to overwhelm you!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,It's okay. You were just trying to help. It's just too bad I'm too dumb to learn anything.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,You are not dumb! You just learn differently!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"If by ""differently"" you mean ""not at all"", then you're totally right.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"No, that's totally wrong.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,See? Wrong again.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,I don't know anypony that's read more Daring Do books than you.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Well, that's not going to get me into the Wonderbolts.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,And your knowledge of jokes and pranks is only rivaled by Pinkie.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Great. My years of being a class clown prevented me from actually learning how to learn!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"That's not what I meant. You're smart, creative, inventive, and<U+0096> ugh! Hey! I know you're upset, but you don't need to<U+0097>",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Whoa... I almost slammed into that!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,I know. You were jabbering on so much you didn't even notice.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,But how did you notice? You were listening and talking to me the whole time!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Ha-hah, you're such a rookie. An experienced flyer like me knows how to multitask.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,While you fly?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"It's essential! Yes, I was paying attention to you, but was also scanning the sky and the ground for any problems.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Really?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Flying's not just flying!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"In order to stay safe in the sky, I've got to hear and see everything down to the littlest details. For instance, I saw Apple Bloom, Sweetie Belle and Scootaloo come out of Sugarcube Corner, and from the looks of it, they had carrot cupcakes with sprinkles. And I'm thinking Big Mac sold a huge order of apples to Filthy Rich, 'cause I heard him give a very hearty<U+0097>",Big McIntosh and Rainbow Dash
"Testing Testing 1, 2, 3",Big McIntosh and Rainbow Dash,"""Eeyup"".",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,I always make note of everything when I fly. No biggie.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Oh, my gosh!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,What?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Gotta go!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Thanks for meeting me, everypony.",Applejack
"Testing Testing 1, 2, 3",Applejack,"What is it, Twilight?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,We have to help Rainbow Dash.,Fluttershy
"Testing Testing 1, 2, 3",Fluttershy,"Yes, but how?",Rarity
"Testing Testing 1, 2, 3",Rarity,"We've tried every kind of studying. My way, your way...",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,But we haven't tried Rainbow Dash's way.,Pinkie Pie
"Testing Testing 1, 2, 3",Pinkie Pie,"Hmm, I'm intrigued.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Hey, Rainbow. Wanna go for a fly?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Sure. Got nothing better to do. Didn't we just do this?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Yes, but like you said, I'm such a newbie, I need all the practice I can get.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yeah, well, I'm sure you'll become a great flyer in no time. After all, you're good at everything.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,So... what's going on?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Oh, nothing. Just getting my dreams crushed.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Uh... read any good books lately?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Just history books. I'd tell you what they were about, but my brain is as dry as a rock.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Maybe I'll go work there as I have no other plans for the rest of my life.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Oh, come on now, Rainbow. You can't give up on your dream!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Seems my dream has given up on me. Maybe I'll learn to shine shoes, sell hats, dig ditches...",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Or maybe you'll be a Wonderbolt.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Twilight, give it up! I have.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"So, what do you remember about that flight?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Nothing important. Except after Luna was banished to the moon, Celestia needed protective forces, so Earth, unicorn, and Pegasi formed the E.U.P. Guard of the Protective Pony Platoons.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Yes...?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"And, at the celebration of the first Celestial year of peace, an elite flying squadron performed, headed by General Firefly, who later named the group the Wonderbolts!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Uh-huh...?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Commander Easyglider established flight choreography that is still used by the Wonderbolts today!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Yes!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,I... I know the history! I know it all! But how in Equestria did that happen?,Twilight Sparkle
