episode,speaker,content
For Whom the Sweetie Belle Toils,Sapphire Shores,"Now, that's how I like it! You rocked it, girls! Get some water and be back in ten. Rar-i-ty, come on up here and show me what you brought me. Sapphire wants to see it and love it!"
For Whom the Sweetie Belle Toils,Scootaloo,Almost...
For Whom the Sweetie Belle Toils,Scootaloo,Oof!
For Whom the Sweetie Belle Toils,Sweetie Belle,"We've gotta get in there, now!"
For Whom the Sweetie Belle Toils,Sapphire Shores,Okay then. Liking what I see so far. So is this the whole shebang?
For Whom the Sweetie Belle Toils,Rarity,"Actually, I saved the best for last!"
For Whom the Sweetie Belle Toils,Rarity,And here it is!
For Whom the Sweetie Belle Toils,Sweetie Belle,You gotta see this with the cinnamon ribbon! You'll love it!
For Whom the Sweetie Belle Toils,Rarity,Sweetie Belle?!
For Whom the Sweetie Belle Toils,Sapphire Shores,You know her?
For Whom the Sweetie Belle Toils,Rarity,Uh... Ahem. Just a moment!
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, good! This is just a dream!"
For Whom the Sweetie Belle Toils,Princess Luna,"Actually, no. This is very much real."
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, Luna... I wish none of this ever happened... What am I gonna do?"
For Whom the Sweetie Belle Toils,Princess Luna,Let's begin with this. And I think I know how you can even improve it.
For Whom the Sweetie Belle Toils,Rarity,"I would like to know what in the wide, wide realm of Equestria this stunt of yours is all about, and I want to know now! Do you have any idea how important this job is to me?"
For Whom the Sweetie Belle Toils,Sweetie Belle,"Actually, I do. I was upset at you for stealing the spotlight from me at the play, so I pulled out the center stitch to the headpiece so it would fall apart."
For Whom the Sweetie Belle Toils,Rarity,What?!
For Whom the Sweetie Belle Toils,Sweetie Belle,"But then I realized I didn't want your future to be ruined forever and ever, so I came back to change it before it was too late! So... here it is. It's all fixed. Please forgive me."
For Whom the Sweetie Belle Toils,Rarity,Wait... what is this?
For Whom the Sweetie Belle Toils,Sweetie Belle,Trust me. Sapphire Shores is gonna love it.
For Whom the Sweetie Belle Toils,Sapphire Shores,"Rarity, this isn't going to work out. You don't get to my level of success without learning to read the signs, and this situation has bad luck written all over it."
For Whom the Sweetie Belle Toils,Rarity,I promise you'll absolutely adore the headdress as soon as you see it.
For Whom the Sweetie Belle Toils,Sapphire Shores,"My, it is attractive, but..."
For Whom the Sweetie Belle Toils,Sweetie Belle,"Look at the stitching, real close."
For Whom the Sweetie Belle Toils,Sapphire Shores,"Well, I'll be. It's a dolphin! That's my lucky animal! They swim with me in my dreams."
For Whom the Sweetie Belle Toils,Rarity,Wherever did you come up with the idea for a dolphin?
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, it just came to me... in a dream. I'm sorry I got jealous about those dresses. I know now that you were only trying to help."
For Whom the Sweetie Belle Toils,Rarity,"Oh, Sweetie, I forgive you! But I never did get to see your play. Any chance I could catch an encore performance?"
For Whom the Sweetie Belle Toils,Sweetie Belle,"Uh, I don't think the play went all that good. To be honest, the costumes were the best part."
For Whom the Sweetie Belle Toils,Rarity,Awww!
Leap of Faith,Apple Bloom,Just one more time? Please?
Leap of Faith,Applejack,"Alright, but this is the last one."
Leap of Faith,Apple Bloom,Woo-hoo-hoo-hoo-hoo! Woooo!
Leap of Faith,Granny Smith,Who done that?!
Leap of Faith,Apple Bloom,"Sure wish you'd come swim with us, Granny."
Leap of Faith,Granny Smith,"Uh, sorry, dear. I just can't bring myself anywhere near that there swimmin' hole."
Leap of Faith,Apple Bloom,How come?
Leap of Faith,Granny Smith,"Well, I wasn't always this way..."
Leap of Faith,Granny Smith,"Time was, I was an aquapony all-star! In fact, I was the only Apple to ever come close to breaking the Equestria high-diving record! Falling six stories into a deep dish pie pan takes a toll on the hindquarters. Oh, I was so sore, took years before I could even look at the water again! Just the idea of swimmin' makes my whole body ache! Besides, these old legs can't even paddle fast enough to stay afloat."
Leap of Faith,Apple Bloom,"Boy, I sure would hate to be afraid of swimmin'. You think I'll ever be scared of the water?"
Leap of Faith,Apple Bloom,Aah!
Leap of Faith,Big McIntosh,Nope.
Leap of Faith,Apple Bloom,"Wow, Granny. I can't believe you were a high diver!"
Leap of Faith,Granny Smith,The best one in Ponyville!
Leap of Faith,Apple Bloom,Do you think I could be a high diver?
Leap of Faith,Big McIntosh,Nope.
Leap of Faith,Applejack,Absolutely not.
Leap of Faith,Apple Bloom,But<U+0096>
Leap of Faith,Granny Smith,"Now you hold your horsefeathers, little seed! I never said bein' a high diver was a smart decision! It's incredibly dangerous!"
Leap of Faith,Apple Bloom,"I know, but<U+0096>"
Leap of Faith,Granny Smith,"But nothin'! It is the riskiest, scariest, darn-fool thing I ever did do! That's not to say I didn't wish I was still young and spry and confident, but let's leave the flyin' through the air to the Pegasi."
Leap of Faith,Apple Bloom,"Wow, when you put it that way, it doesn't sound so fun."
Leap of Faith,Applejack,Wow. I wonder where everypony's headed.
Leap of Faith,Applejack,Now where in Ponyville do you two think you're goin'?
Leap of Faith,Granny Smith,"Aw, quit bein' such a worry-worm and follow your ears!"
Leap of Faith,Apple Bloom,"Come on, Applejack, aren't you curious?"
Leap of Faith,Flim,"Thank you, one and all, for your attendance, and we guarantee that your time here will not be spent in vain!"
Leap of Faith,Flam,"In fact, we think it will prove to be the most valuable time you've ever spent!"
Leap of Faith,Applejack,The Flim Flam Brothers! This should be interestin'.
Leap of Faith,Big McIntosh,Eeyup.
Leap of Faith,Flim,"Welcome, one and all, to the demonstration of a lifetime!"
Leap of Faith,Flam,A demonstration of a better life!
Leap of Faith,Flim,"A demonstration of a better time! And if we haven't captured your interest just yet, by the time we've finished, an unfortunate phenomenon practically guarantees that we will!"
Leap of Faith,Flam,A phenomenon? What's that?
Leap of Faith,Flim,"It's a circumstance perceptible by the senses, but in this case, it's the simple fact that:"
Leap of Faith,Others,There's ailments all around us in everything we touch and see
Leap of Faith,Flam,A sickness that lies waiting there in every breath you breathe
Leap of Faith,Flim,Disease will up and grab you as it crawls from land and sea
Leap of Faith,Flam,It's amazing how infected that the natural world and all its things can be
Leap of Faith,Flim,Now I understand that some of you don't think you're sick.
Leap of Faith,Flam,But twisted hooves and aching joints don't heal all that quick.
Leap of Faith,Flim,Consider just how dangerous this world is! You might...
Leap of Faith,Flam,"Slip and fall, break or sprain something here tonight"
Leap of Faith,Flim and Flam,"But luckily for you, we've got the thing you need And it's easier when all you need's the cure The Flim Flam Miracle Curative Tonic Is just what the doctor ordered, I'm sure"
Leap of Faith,Flim,Now I know our claims seem fantastical.
Leap of Faith,Flam,Impractical.
Leap of Faith,Flim,Improbable.
Leap of Faith,Flam,Impossible.
Leap of Faith,Flim and Flam,And magical!
Leap of Faith,Flim,So we welcome every suffering pony to make their way up to the stage.
Leap of Faith,Flam,Now don't crowd.
Leap of Faith,Flim,And we'll prove our tonic's effectiveness before your very eyes.
Leap of Faith,Flam,"You there! Come up here, good sir."
Leap of Faith,Flim,"I'll wager you're tired of those crutches, my friend."
Leap of Faith,Flam,Try taking a sip of this!
Leap of Faith,Flim and Flam,"That's why you're so lucky we've got the thing for you Just come on up, we've always got some more Of the Flim Flam Miracle Curative Tonic"
Leap of Faith,Silver Shill,I won't need these crutches to dance out the door
Leap of Faith,Granny Smith,Now how do ya like that?
Leap of Faith,Applejack,I don't. There's somethin' funny about this whole thing.
Leap of Faith,Flim,"Now some of you may suffer from feelings of despair You're old, you're tired, your legs won't work, there's graying in your hair"
Leap of Faith,Flam,"Just listen and I'll tell you that you don't need to fear Your ears will work, your muscles tone, your eyes will see so clear"
Leap of Faith,Crowd,"Luckily for us, you've got the thing we need The answer to our problems in a jar The Flim Flam Miracle Curative Tonic Is the greatest ever miracle by far!"
Leap of Faith,in background,Tonic... tonic... tonic...
Leap of Faith,Flim,"It cures the reins, the spurs, and the Clydesdale fur blight."
Leap of Faith,Flam,Hooferia and horsentery cured in just a night.
Leap of Faith,Flim,You've got swollen hooves and hindquarters or terrible bridle-bit cleft.
Leap of Faith,Flam,Saunter sitz and gallop plop will give your tail some heft.
Leap of Faith,Flim,"Mane loss, hay fever, or terrible tonsillitis."
Leap of Faith,Flam,"You heard it here, folks -- this is the only place in all of Equestria you'll find it!"
Leap of Faith,Flim,"It can make you shorter, taller, or even grow old"
Leap of Faith,Flam,But who'd want that?
Leap of Faith,Flim,When with one drink
Leap of Faith,Flim and Flam,You can be young again<U+0096>
Leap of Faith,Granny Smith,SOLD!
Leap of Faith,Flim,"Congratulations, Granny Smith! You just made the purchase of a lifetime!"
Leap of Faith,Applejack,Are you as worried as I am?
Leap of Faith,Big McIntosh,Eeyup.
Leap of Faith,Apple Bloom,"Boy, I just can't believe all the things that Flim Flam Tonic can do!"
Leap of Faith,Applejack,"When somepony says somethin's too good to be true, it usually is."
Leap of Faith,Apple Bloom,You mean Granny wasted her money?
Leap of Faith,Applejack,"Well, I don't know about that, but I don't think there's a tonic in Equestria that can make an old pony young again."
Leap of Faith,Granny Smith,Howdy!
Leap of Faith,Apple Bloom,Granny?!
Leap of Faith,Applejack,Hang on now! We'll get ya!
Leap of Faith,Apple Bloom,"Granny, I thought you were too afraid of the water to swim! And, and what about your hip?!"
Leap of Faith,Granny Smith,"Well, I reckon it might have been a problem before I had myself a dose of that there Flim Flam Tonic!"
Leap of Faith,Applejack,I'm not so sure that tonic really does anythin'.
Leap of Faith,Applejack,"I'm glad you're feelin' good, but how do you know it's from the tonic?"
Leap of Faith,Granny Smith,"I looked out at the water this mornin' and I felt the same terrifyin' aches and pains I always do. But one sip of that magic elixir and it all went away! Why, I might even get a head start on my chores! What do you say, Big Mac-a-doo? Up for a little afternoon applebuckin'?"
Leap of Faith,Big McIntosh,"Uh, no."
Leap of Faith,Granny Smith,"Oh, quit your bellyachin'!"
Leap of Faith,Apple Bloom,"Gee, it looks like that tonic works after all! I wonder what's in it."
Leap of Faith,Applejack,I think maybe it's time we found out.
Leap of Faith,Apple Bloom,So you're just gonna walk up and ask them how it works?
Leap of Faith,Applejack,"I guess. Though if it's a genuine cure, I don't suppose they'll be too keen on sharin' the recipe."
Leap of Faith,Silver Shill,<U+0096>out the door!
Leap of Faith,Apple Bloom,Wait a second! That's that same pony from before!
Leap of Faith,Applejack,Hey!
Leap of Faith,Applejack,"Now hold it right there, Mister...?"
Leap of Faith,Silver Shill,"Shill. Silver Shill. Ooh, what do you two want?"
Leap of Faith,Applejack,Our Granny took some tonic and we want to know how it works.
Leap of Faith,Apple Bloom,"Granny couldn't swim before, and now she can. Just like you couldn't walk and now you can. But what are you doin' back here? I mean, if the tonic cured you and all..."
Leap of Faith,Applejack,"...Because he's part of the act! It's time for you to tell the truth! You never needed crutches at all, did ya?"
Leap of Faith,Silver Shill,"I, uh..."
Leap of Faith,Applejack,Hey! Huh?
Leap of Faith,Flim,"Well, if it isn't our most favorite Apple!"
Leap of Faith,Flam,What brings you back to our humble abode?
Leap of Faith,Applejack,"You two charlatans sold my Granny a bottle of tonic, and now she's off actin' like a filly again."
Leap of Faith,Flim,What's so bad about that?
Leap of Faith,Applejack,"If she keeps gallavantin' around like a yearlin', she's apt to drop from exhaustion or worse! What's more, I know for a fact that your friend here is dressin' up as a different pony every night so he can pretend to be cured!"
Leap of Faith,Flam,"Well, well, well, that's quite an accusation."
Leap of Faith,Flim,But let's say that it's true...
Leap of Faith,Flam,Hypothetically...
Leap of Faith,Flim,Theoretically...
Leap of Faith,Flam,"As I understand, your Granny was a famous aquapony."
Leap of Faith,Flim,"The star of the show, once upon a time."
Leap of Faith,Flam,But hasn't set so much as a hoof in the water since.
Leap of Faith,Applejack,"Until today, that's right."
Leap of Faith,Flim,"Well, then even if our tonic were nothing more than a mixture of apple juice and beet leaves..."
Leap of Faith,Flam,Hypothetically...
Leap of Faith,Flim,Theoretically...
Leap of Faith,Flam,The fact is that Granny is happier now than before she tried it.
Leap of Faith,Applejack,I guess...
Leap of Faith,Flim,"So, the question is..."
Leap of Faith,Flam,Do you really want to be the pony who takes all that happiness away?
Leap of Faith,Applejack,I...
Leap of Faith,Apple Bloom,There you are! I've been lookin' all over! Did you find out what's in the tonic?
Leap of Faith,Applejack,"Honestly, Apple Bloom... as long as it works, I... don't suppose it really matters."
Leap of Faith,Apple Bloom,"Well, if it doesn't matter to you, then it doesn't matter to me either, sis."
Leap of Faith,Flim,That's the spirit!
Leap of Faith,Flam,Come back anytime!
Leap of Faith,Apple Bloom,"Hey, Granny! Think you can buck me over the water?"
Leap of Faith,Granny Smith,"I don't see why not! Come on, Big Mac, toss her this way!"
Leap of Faith,Applejack,"Granny, wait!"
Leap of Faith,Granny Smith,Woo-hoo-hoo!
Leap of Faith,Granny Smith,"Uh, what were you sayin', dear?"
Leap of Faith,Applejack,"Granny, don't you think you should take it kinda easy?"
Leap of Faith,Granny Smith,"I've been takin' it easy for too long! And now, thanks to that Flim Flam Tonic, I don't have to!"
Leap of Faith,Apple Bloom,"Granny, you think I could be an aquapony like you?"
Leap of Faith,Granny Smith,"Of course you can, sapling. There's nothin' to it but to do it!"
